date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-08-01,AUG | Colony (Battle-Scarred),0.03,0.03,92.0,0.031,0.03,0.03,-0.0322580645161291,0.0,0.0494285714285714,0.0471830997069839,0.0347666666666666,0.024208377796861,0.8272623828293418,481.0,68.71428571428571,1850.0,61.66666666666666,4,8,0.0,0.0307142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-08-09,AUG | Colony (Battle-Scarred),0.03,0.03,88.0,0.031,0.03,0.031,-0.0322580645161291,0.0,0.0308571428571428,0.0013552618543578,0.0347333333333333,0.0242018364776082,0.8268402939521936,504.0,72.0,1922.0,64.06666666666666,5,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-10,AUG | Colony (Battle-Scarred),0.032,0.032,57.0,0.03,0.03,0.03,0.0666666666666666,0.0666666666666666,0.0311428571428571,0.0013552618543578,0.0348,0.0241914585477326,0.8264145509566742,493.0,70.42857142857143,1937.0,64.56666666666666,6,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-10,AUG | Colony (Battle-Scarred),0.032,0.032,57.0,0.03,0.03,0.03,0.0666666666666666,0.0666666666666666,0.0311428571428571,0.0013552618543578,0.0348,0.0241914585477326,0.8264145509566742,493.0,70.42857142857143,1937.0,64.56666666666666,6,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-11,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.032,0.034,0.03,-0.0625,-0.1176470588235295,0.0305714285714285,0.0007284313590846,0.0348,0.0241914585477326,0.8268071889273889,471.0,67.28571428571429,1938.0,64.6,0,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-08-11,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.032,0.034,0.03,-0.0625,-0.1176470588235295,0.0305714285714285,0.0007284313590846,0.0348,0.0241914585477326,0.8268071889273889,471.0,67.28571428571429,1938.0,64.6,0,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-12,AUG | Colony (Battle-Scarred),0.03,0.03,80.0,0.03,0.03,0.03,0.0,0.0,0.0305714285714285,0.0007284313590846,0.0348,0.0241914585477326,0.8268071889273888,491.0,70.14285714285714,1950.0,65.0,1,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-08-12,AUG | Colony (Battle-Scarred),0.03,0.03,80.0,0.03,0.03,0.03,0.0,0.0,0.0305714285714285,0.0007284313590846,0.0348,0.0241914585477326,0.8268071889273888,491.0,70.14285714285714,1950.0,65.0,1,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-13,AUG | Colony (Battle-Scarred),0.035,0.035,56.0,0.03,0.031,0.03,0.1666666666666667,0.1290322580645162,0.0311428571428571,0.0017261494247992,0.0349666666666666,0.0241750330345632,0.8265186055633973,467.0,66.71428571428571,1938.0,64.6,2,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-08-13,AUG | Colony (Battle-Scarred),0.035,0.035,56.0,0.03,0.031,0.03,0.1666666666666667,0.1290322580645162,0.0311428571428571,0.0017261494247992,0.0349666666666666,0.0241750330345632,0.8265186055633973,467.0,66.71428571428571,1938.0,64.6,2,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-14,AUG | Colony (Battle-Scarred),0.058,0.058,44.0,0.035,0.03,0.03,0.657142857142857,0.9333333333333336,0.0351428571428571,0.0094782242373704,0.0359,0.0245035371596292,0.8315010719496125,445.0,63.57142857142857,1913.0,63.766666666666666,3,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-14,AUG | Colony (Battle-Scarred),0.058,0.058,44.0,0.035,0.03,0.03,0.657142857142857,0.9333333333333336,0.0351428571428571,0.0094782242373704,0.0359,0.0245035371596292,0.8315010719496125,445.0,63.57142857142857,1913.0,63.766666666666666,3,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-08-15,AUG | Colony (Battle-Scarred),0.03,0.03,52.0,0.058,0.031,0.03,-0.4827586206896552,-0.0322580645161291,0.0349999999999999,0.0095468768266306,0.0359,0.0245035371596292,0.8389052351722314,432.0,61.71428571428572,1920.0,64.0,4,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-15,AUG | Colony (Battle-Scarred),0.03,0.03,52.0,0.058,0.031,0.03,-0.4827586206896552,-0.0322580645161291,0.0349999999999999,0.0095468768266306,0.0359,0.0245035371596292,0.8389052351722314,432.0,61.71428571428572,1920.0,64.0,4,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-08-16,AUG | Colony (Battle-Scarred),0.03,0.03,51.0,0.03,0.03,0.03,0.0,0.0,0.0349999999999999,0.0095468768266306,0.0359,0.0245035371596292,0.8389052351722314,395.0,56.42857142857143,1920.0,64.0,5,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-16,AUG | Colony (Battle-Scarred),0.03,0.03,51.0,0.03,0.03,0.03,0.0,0.0,0.0349999999999999,0.0095468768266306,0.0359,0.0245035371596292,0.8389052351722314,395.0,56.42857142857143,1920.0,64.0,5,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-08-17,AUG | Colony (Battle-Scarred),0.03,0.03,74.0,0.03,0.032,0.03,0.0,-0.0625,0.0347142857142857,0.0096616219536633,0.0359,0.0245035371596292,0.8389052351722314,412.0,58.85714285714285,1944.0,64.8,6,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-17,AUG | Colony (Battle-Scarred),0.03,0.03,74.0,0.03,0.032,0.03,0.0,-0.0625,0.0347142857142857,0.0096616219536633,0.0359,0.0245035371596292,0.8389052351722314,412.0,58.85714285714285,1944.0,64.8,6,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-08-18,AUG | Colony (Battle-Scarred),0.03,0.03,75.0,0.03,0.03,0.03,0.0,0.0,0.0347142857142857,0.0096616219536633,0.0359,0.0245035371596292,0.8389052351722315,432.0,61.71428571428572,1930.0,64.33333333333333,0,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-18,AUG | Colony (Battle-Scarred),0.03,0.03,75.0,0.03,0.03,0.03,0.0,0.0,0.0347142857142857,0.0096616219536633,0.0359,0.0245035371596292,0.8389052351722315,432.0,61.71428571428572,1930.0,64.33333333333333,0,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-19,AUG | Colony (Battle-Scarred),0.031,0.031,78.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.0348571428571428,0.0095980440184233,0.0359333333333333,0.0244961675006973,0.8387479336660465,430.0,61.42857142857143,1964.0,65.46666666666667,1,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-19,AUG | Colony (Battle-Scarred),0.031,0.031,78.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.0348571428571428,0.0095980440184233,0.0359333333333333,0.0244961675006973,0.8387479336660465,430.0,61.42857142857143,1964.0,65.46666666666667,1,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-20,AUG | Colony (Battle-Scarred),0.03,0.03,65.0,0.031,0.035,0.03,-0.0322580645161291,-0.142857142857143,0.0341428571428571,0.0097457473718917,0.0359333333333333,0.0244961675006973,0.838942219527581,439.0,62.71428571428572,1953.0,65.1,2,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-20,AUG | Colony (Battle-Scarred),0.03,0.03,65.0,0.031,0.035,0.03,-0.0322580645161291,-0.142857142857143,0.0341428571428571,0.0097457473718917,0.0359333333333333,0.0244961675006973,0.838942219527581,439.0,62.71428571428572,1953.0,65.1,2,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-21,AUG | Colony (Battle-Scarred),1.697,1.697,84.0,0.03,0.058,0.03,55.56666666666667,28.25862068965517,0.2682857142857143,0.5832702667560148,0.0915,0.2991365073005968,9.98474733250062,479.0,68.42857142857143,1990.0,66.33333333333333,3,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-21,AUG | Colony (Battle-Scarred),1.697,1.697,84.0,0.03,0.058,0.03,55.56666666666667,28.25862068965517,0.2682857142857143,0.5832702667560148,0.0915,0.2991365073005968,9.98474733250062,479.0,68.42857142857143,1990.0,66.33333333333333,3,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-22,AUG | Colony (Battle-Scarred),0.033,0.033,49.0,1.697,0.03,0.03,-0.9805539186800236,0.1,0.2687142857142857,0.5830960994763126,0.0916,0.2991164321798453,9.992800371175251,476.0,68.0,2002.0,66.73333333333333,4,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-22,AUG | Colony (Battle-Scarred),0.033,0.033,49.0,1.697,0.03,0.03,-0.9805539186800236,0.1,0.2687142857142857,0.5830960994763126,0.0916,0.2991164321798453,9.992800371175251,476.0,68.0,2002.0,66.73333333333333,4,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-23,AUG | Colony (Battle-Scarred),0.032,0.032,94.0,0.033,0.03,0.03,-0.0303030303030302,0.0666666666666666,0.269,0.5829795389695447,0.0916666666666666,0.2991029179990652,9.992999409901625,519.0,74.14285714285714,2030.0,67.66666666666667,5,8,0.0,0.0301428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-23,AUG | Colony (Battle-Scarred),0.032,0.032,94.0,0.033,0.03,0.03,-0.0303030303030302,0.0666666666666666,0.269,0.5829795389695447,0.0916666666666666,0.2991029179990652,9.992999409901625,519.0,74.14285714285714,2030.0,67.66666666666667,5,8,0.0,0.0301428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-24,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.032,0.03,0.03,-0.0625,0.0,0.269,0.5829795389695447,0.0916666666666666,0.2991029179990652,9.993412948371828,500.0,71.42857142857143,2027.0,67.56666666666666,6,8,0.0,0.0301428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-24,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.032,0.03,0.03,-0.0625,0.0,0.269,0.5829795389695447,0.0916666666666666,0.2991029179990652,9.993412948371828,500.0,71.42857142857143,2027.0,67.56666666666666,6,8,0.0,0.0301428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-25,AUG | Colony (Battle-Scarred),0.031,0.031,68.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.2691428571428571,0.5829210749251024,0.0917,0.2990960993839048,9.993197778399333,493.0,70.42857142857143,2031.0,67.7,0,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-08-25,AUG | Colony (Battle-Scarred),0.031,0.031,68.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.2691428571428571,0.5829210749251024,0.0917,0.2990960993839048,9.993197778399333,493.0,70.42857142857143,2031.0,67.7,0,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-26,AUG | Colony (Battle-Scarred),0.03,0.03,67.0,0.031,0.031,0.165,-0.0322580645161291,-0.0322580645161291,0.269,0.5829795389695447,0.0872,0.2989749599325446,9.987799971870023,482.0,68.85714285714286,2020.0,67.33333333333333,1,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-08-26,AUG | Colony (Battle-Scarred),0.03,0.03,67.0,0.031,0.031,0.165,-0.0322580645161291,-0.0322580645161291,0.269,0.5829795389695447,0.0872,0.2989749599325446,9.987799971870023,482.0,68.85714285714286,2020.0,67.33333333333333,1,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
