date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-10-01,AUG | Colony (Battle-Scarred),0.03,0.03,43.0,0.03,0.03,0.032,0.0,0.0,0.0301428571428571,0.0003499271061118,0.0306,0.002026491220476,0.0857861091730051,303.0,43.285714285714285,1551.0,51.7,2,10,0.0,0.0301428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-17,AUG | Colony (Battle-Scarred),0.03,0.03,37.0,0.033,0.036,0.03,-0.0909090909090909,-0.1666666666666666,0.0312857142857142,0.0018294640678379,0.0305666666666666,0.0014533486237727,0.0534918685798499,281.0,40.142857142857146,1273.0,42.43333333333333,4,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-17,AUG | Colony (Battle-Scarred),0.03,0.03,37.0,0.033,0.036,0.03,-0.0909090909090909,-0.1666666666666666,0.0312857142857142,0.0018294640678379,0.0305666666666666,0.0014533486237727,0.0534918685798499,281.0,40.142857142857146,1273.0,42.43333333333333,4,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-18,AUG | Colony (Battle-Scarred),0.03,0.03,49.0,0.03,0.035,0.03,0.0,-0.142857142857143,0.0305714285714285,0.0010497813183356,0.0305666666666666,0.0014533486237727,0.0534918685798499,296.0,42.285714285714285,1267.0,42.23333333333333,5,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-18,AUG | Colony (Battle-Scarred),0.03,0.03,49.0,0.03,0.035,0.03,0.0,-0.142857142857143,0.0305714285714285,0.0010497813183356,0.0305666666666666,0.0014533486237727,0.0534918685798499,296.0,42.285714285714285,1267.0,42.23333333333333,5,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-19,AUG | Colony (Battle-Scarred),0.03,0.03,58.0,0.03,0.03,0.03,0.0,0.0,0.0305714285714285,0.0010497813183356,0.0305666666666666,0.0014533486237727,0.0534918685798499,306.0,43.71428571428572,1285.0,42.833333333333336,6,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-19,AUG | Colony (Battle-Scarred),0.03,0.03,58.0,0.03,0.03,0.03,0.0,0.0,0.0305714285714285,0.0010497813183356,0.0305666666666666,0.0014533486237727,0.0534918685798499,306.0,43.71428571428572,1285.0,42.833333333333336,6,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-20,AUG | Colony (Battle-Scarred),0.033,0.033,42.0,0.03,0.031,0.03,0.1,0.0645161290322582,0.0308571428571428,0.0013552618543578,0.0306666666666666,0.0015129074290546,0.0563412779877735,316.0,45.142857142857146,1288.0,42.93333333333333,0,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-20,AUG | Colony (Battle-Scarred),0.033,0.033,42.0,0.03,0.031,0.03,0.1,0.0645161290322582,0.0308571428571428,0.0013552618543578,0.0306666666666666,0.0015129074290546,0.0563412779877735,316.0,45.142857142857146,1288.0,42.93333333333333,0,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-21,AUG | Colony (Battle-Scarred),0.03,0.03,26.0,0.033,0.03,0.03,-0.0909090909090909,0.0,0.0308571428571428,0.0013552618543578,0.0306666666666666,0.0015129074290546,0.0589004375818537,312.0,44.57142857142857,1260.0,42.0,1,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-21,AUG | Colony (Battle-Scarred),0.03,0.03,26.0,0.033,0.03,0.03,-0.0909090909090909,0.0,0.0308571428571428,0.0013552618543578,0.0306666666666666,0.0015129074290546,0.0589004375818537,312.0,44.57142857142857,1260.0,42.0,1,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-22,AUG | Colony (Battle-Scarred),0.03,0.03,32.0,0.03,0.03,0.03,0.0,0.0,0.0308571428571428,0.0013552618543578,0.0306666666666666,0.0015129074290546,0.0589004375818537,302.0,43.142857142857146,1244.0,41.46666666666667,2,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-22,AUG | Colony (Battle-Scarred),0.03,0.03,32.0,0.03,0.03,0.03,0.0,0.0,0.0308571428571428,0.0013552618543578,0.0306666666666666,0.0015129074290546,0.0589004375818537,302.0,43.142857142857146,1244.0,41.46666666666667,2,10,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-23,AUG | Colony (Battle-Scarred),0.03,0.03,35.0,0.03,0.033,0.03,0.0,-0.0909090909090909,0.0304285714285714,0.0010497813183356,0.0306666666666666,0.0015129074290546,0.0589004375818537,279.0,39.85714285714285,1255.0,41.833333333333336,3,10,0.0,0.0315714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-23,AUG | Colony (Battle-Scarred),0.03,0.03,35.0,0.03,0.033,0.03,0.0,-0.0909090909090909,0.0304285714285714,0.0010497813183356,0.0306666666666666,0.0015129074290546,0.0589004375818537,279.0,39.85714285714285,1255.0,41.833333333333336,3,10,0.0,0.0315714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-24,AUG | Colony (Battle-Scarred),0.07,0.07,39.0,0.03,0.03,0.03,1.3333333333333337,1.3333333333333337,0.0361428571428571,0.0138608242532539,0.032,0.0072157235719411,0.2461763078022349,281.0,40.142857142857146,1259.0,41.96666666666667,4,10,0.0,0.0315714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-24,AUG | Colony (Battle-Scarred),0.07,0.07,39.0,0.03,0.03,0.03,1.3333333333333337,1.3333333333333337,0.0361428571428571,0.0138608242532539,0.032,0.0072157235719411,0.2461763078022349,281.0,40.142857142857146,1259.0,41.96666666666667,4,10,0.0,0.0315714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-25,AUG | Colony (Battle-Scarred),0.034,0.034,51.0,0.07,0.03,0.03,-0.5142857142857142,0.1333333333333335,0.0367142857142857,0.0136770327370302,0.0321333333333333,0.0072144915890788,0.2659079896768222,283.0,40.42857142857143,1278.0,42.6,5,10,0.0,0.0315714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-25,AUG | Colony (Battle-Scarred),0.034,0.034,51.0,0.07,0.03,0.03,-0.5142857142857142,0.1333333333333335,0.0367142857142857,0.0136770327370302,0.0321333333333333,0.0072144915890788,0.2659079896768222,283.0,40.42857142857143,1278.0,42.6,5,10,0.0,0.0315714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-26,AUG | Colony (Battle-Scarred),0.03,0.03,47.0,0.034,0.03,0.03,-0.1176470588235295,0.0,0.0367142857142857,0.0136770327370302,0.0321333333333333,0.0072144915890788,0.2671711909890146,272.0,38.85714285714285,1271.0,42.36666666666667,6,10,0.0,0.0318571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2014-10-26,AUG | Colony (Battle-Scarred),0.03,0.03,47.0,0.034,0.03,0.03,-0.1176470588235295,0.0,0.0367142857142857,0.0136770327370302,0.0321333333333333,0.0072144915890788,0.2671711909890146,272.0,38.85714285714285,1271.0,42.36666666666667,6,10,0.0,0.0318571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
