date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-01-01,AUG | Colony (Battle-Scarred),0.032,0.032,94.0,0.03,0.037,0.036,0.0666666666666666,-0.1351351351351351,0.0335714285714285,0.003697765458727,0.0354333333333333,0.0057369174843483,0.2006244938534387,554.0,79.14285714285714,1718.0,57.266666666666666,2,1,0.0,0.0331428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-09,AUG | Colony (Battle-Scarred),0.03,0.03,79.0,0.032,0.032,0.03,-0.0625,-0.0625,0.0328571428571428,0.0020995626366712,0.0346333333333333,0.0050165282372927,0.1618678966032358,662.0,94.57142857142856,2144.0,71.46666666666667,3,1,0.0,0.0352857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-10,AUG | Colony (Battle-Scarred),0.033,0.033,111.0,0.03,0.03,0.033,0.1,0.1,0.0332857142857142,0.0017496355305594,0.0346333333333333,0.0050165282372927,0.1618678966032357,697.0,99.57142857142856,2222.0,74.06666666666666,4,1,0.0,0.0358571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-10,AUG | Colony (Battle-Scarred),0.033,0.033,111.0,0.03,0.03,0.033,0.1,0.1,0.0332857142857142,0.0017496355305594,0.0346333333333333,0.0050165282372927,0.1618678966032357,697.0,99.57142857142856,2222.0,74.06666666666666,4,1,0.0,0.0358571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-11,AUG | Colony (Battle-Scarred),0.033,0.033,94.0,0.033,0.034,0.036,0.0,-0.0294117647058823,0.0331428571428571,0.0017261494247992,0.0345333333333333,0.005018189137749,0.1612499737977461,679.0,97.0,2281.0,76.03333333333333,5,1,0.0,0.0361428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-11,AUG | Colony (Battle-Scarred),0.033,0.033,94.0,0.033,0.034,0.036,0.0,-0.0294117647058823,0.0331428571428571,0.0017261494247992,0.0345333333333333,0.005018189137749,0.1612499737977461,679.0,97.0,2281.0,76.03333333333333,5,1,0.0,0.0361428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-12,AUG | Colony (Battle-Scarred),0.031,0.031,99.0,0.033,0.034,0.036,-0.0606060606060606,-0.088235294117647,0.0327142857142857,0.0018294640678379,0.0343666666666666,0.0050496424515889,0.1617539312983207,680.0,97.14285714285714,2337.0,77.9,6,1,0.0,0.0349999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-12,AUG | Colony (Battle-Scarred),0.031,0.031,99.0,0.033,0.034,0.036,-0.0606060606060606,-0.088235294117647,0.0327142857142857,0.0018294640678379,0.0343666666666666,0.0050496424515889,0.1617539312983207,680.0,97.14285714285714,2337.0,77.9,6,1,0.0,0.0349999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-13,AUG | Colony (Battle-Scarred),0.03,0.03,97.0,0.031,0.034,0.037,-0.0322580645161291,-0.1176470588235295,0.0321428571428571,0.0019587584572574,0.0341333333333333,0.0050841802573166,0.1618802544937038,656.0,93.71428571428572,2387.0,79.56666666666666,0,1,0.0,0.0354285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-13,AUG | Colony (Battle-Scarred),0.03,0.03,97.0,0.031,0.034,0.037,-0.0322580645161291,-0.1176470588235295,0.0321428571428571,0.0019587584572574,0.0341333333333333,0.0050841802573166,0.1618802544937038,656.0,93.71428571428572,2387.0,79.56666666666666,0,1,0.0,0.0354285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-14,AUG | Colony (Battle-Scarred),0.032,0.032,95.0,0.03,0.036,0.03,0.0666666666666666,-0.111111111111111,0.0315714285714285,0.0011780301787479,0.0342,0.0050424861592935,0.158014530800371,635.0,90.71428571428572,2446.0,81.53333333333333,1,1,0.0,0.0348571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-14,AUG | Colony (Battle-Scarred),0.032,0.032,95.0,0.03,0.036,0.03,0.0666666666666666,-0.111111111111111,0.0315714285714285,0.0011780301787479,0.0342,0.0050424861592935,0.158014530800371,635.0,90.71428571428572,2446.0,81.53333333333333,1,1,0.0,0.0348571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-15,AUG | Colony (Battle-Scarred),0.049,0.049,49.0,0.032,0.032,0.04,0.53125,0.53125,0.0339999999999999,0.0062335497797918,0.0345,0.00561397066849,0.1744258369268602,624.0,89.14285714285714,2457.0,81.9,2,1,0.0,0.034,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-15,AUG | Colony (Battle-Scarred),0.049,0.049,49.0,0.032,0.032,0.04,0.53125,0.53125,0.0339999999999999,0.0062335497797918,0.0345,0.00561397066849,0.1744258369268602,624.0,89.14285714285714,2457.0,81.9,2,1,0.0,0.034,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-16,AUG | Colony (Battle-Scarred),0.031,0.031,98.0,0.049,0.03,0.055,-0.3673469387755103,0.0333333333333334,0.0341428571428571,0.0061511571833174,0.0337,0.0041565209811411,0.1752609193009237,643.0,91.85714285714286,2512.0,83.73333333333333,3,1,0.0,0.0365714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-16,AUG | Colony (Battle-Scarred),0.031,0.031,98.0,0.049,0.03,0.055,-0.3673469387755103,0.0333333333333334,0.0341428571428571,0.0061511571833174,0.0337,0.0041565209811411,0.1752609193009237,643.0,91.85714285714286,2512.0,83.73333333333333,3,1,0.0,0.0365714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-17,AUG | Colony (Battle-Scarred),0.034,0.034,97.0,0.031,0.033,0.031,0.0967741935483872,0.0303030303030302,0.0342857142857142,0.0061345458724525,0.0338,0.004126338166785,0.1563958515880496,629.0,89.85714285714286,2568.0,85.6,4,1,0.0,0.0374285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-17,AUG | Colony (Battle-Scarred),0.034,0.034,97.0,0.031,0.033,0.031,0.0967741935483872,0.0303030303030302,0.0342857142857142,0.0061345458724525,0.0338,0.004126338166785,0.1563958515880496,629.0,89.85714285714286,2568.0,85.6,4,1,0.0,0.0374285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-01-18,AUG | Colony (Battle-Scarred),0.03,0.03,156.0,0.034,0.033,0.032,-0.1176470588235295,-0.0909090909090909,0.0338571428571428,0.0063116348669641,0.0337333333333333,0.0041707979518978,0.1581535084456603,691.0,98.71428571428572,2687.0,89.56666666666666,5,1,0.0,0.0371428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-18,AUG | Colony (Battle-Scarred),0.03,0.03,156.0,0.034,0.033,0.032,-0.1176470588235295,-0.0909090909090909,0.0338571428571428,0.0063116348669641,0.0337333333333333,0.0041707979518978,0.1581535084456603,691.0,98.71428571428572,2687.0,89.56666666666666,5,1,0.0,0.0371428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-01-19,AUG | Colony (Battle-Scarred),0.03,0.03,100.0,0.03,0.031,0.042,0.0,-0.0322580645161291,0.0337142857142857,0.0063855704681791,0.0333333333333333,0.0039271137266728,0.1478507322818152,692.0,98.85714285714286,2716.0,90.53333333333332,6,1,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-19,AUG | Colony (Battle-Scarred),0.03,0.03,100.0,0.03,0.031,0.042,0.0,-0.0322580645161291,0.0337142857142857,0.0063855704681791,0.0333333333333333,0.0039271137266728,0.1478507322818152,692.0,98.85714285714286,2716.0,90.53333333333332,6,1,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-01-20,AUG | Colony (Battle-Scarred),0.03,0.03,120.0,0.03,0.03,0.03,0.0,0.0,0.0337142857142857,0.0063855704681791,0.0333333333333333,0.0039271137266728,0.1380345097357027,715.0,102.14285714285714,2748.0,91.6,0,1,0.0,0.0372857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-20,AUG | Colony (Battle-Scarred),0.03,0.03,120.0,0.03,0.03,0.03,0.0,0.0,0.0337142857142857,0.0063855704681791,0.0333333333333333,0.0039271137266728,0.1380345097357027,715.0,102.14285714285714,2748.0,91.6,0,1,0.0,0.0372857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-21,AUG | Colony (Battle-Scarred),0.03,0.03,104.0,0.03,0.032,0.032,0.0,-0.0625,0.0334285714285714,0.0064996075234727,0.0332666666666666,0.0039659663247295,0.1376280830647141,724.0,103.42857142857144,2733.0,91.1,1,1,0.0,0.0378571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-21,AUG | Colony (Battle-Scarred),0.03,0.03,104.0,0.03,0.032,0.032,0.0,-0.0625,0.0334285714285714,0.0064996075234727,0.0332666666666666,0.0039659663247295,0.1376280830647141,724.0,103.42857142857144,2733.0,91.1,1,1,0.0,0.0378571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-22,AUG | Colony (Battle-Scarred),0.03,0.03,99.0,0.03,0.049,0.034,0.0,-0.3877551020408164,0.0307142857142857,0.0013850513878332,0.0331333333333333,0.0040061064500196,0.1372449108552929,774.0,110.57142857142856,2729.0,90.96666666666668,2,1,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-22,AUG | Colony (Battle-Scarred),0.03,0.03,99.0,0.03,0.049,0.034,0.0,-0.3877551020408164,0.0307142857142857,0.0013850513878332,0.0331333333333333,0.0040061064500196,0.1372449108552929,774.0,110.57142857142856,2729.0,90.96666666666668,2,1,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-23,AUG | Colony (Battle-Scarred),0.03,0.03,85.0,0.03,0.031,0.037,0.0,-0.0322580645161291,0.0305714285714285,0.0013997084244475,0.0329,0.003977855368579,0.1363708299913623,761.0,108.71428571428572,2743.0,91.43333333333334,3,1,0.0,0.0345714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-23,AUG | Colony (Battle-Scarred),0.03,0.03,85.0,0.03,0.031,0.037,0.0,-0.0322580645161291,0.0305714285714285,0.0013997084244475,0.0329,0.003977855368579,0.1363708299913623,761.0,108.71428571428572,2743.0,91.43333333333334,3,1,0.0,0.0345714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-24,AUG | Colony (Battle-Scarred),0.03,0.03,86.0,0.03,0.034,0.037,0.0,-0.1176470588235295,0.03,0.0,0.0326666666666666,0.0039355925715054,0.1363708299913623,750.0,107.14285714285714,2791.0,93.03333333333332,4,1,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-24,AUG | Colony (Battle-Scarred),0.03,0.03,86.0,0.03,0.034,0.037,0.0,-0.1176470588235295,0.03,0.0,0.0326666666666666,0.0039355925715054,0.1363708299913623,750.0,107.14285714285714,2791.0,93.03333333333332,4,1,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-25,AUG | Colony (Battle-Scarred),0.03,0.03,103.0,0.03,0.03,0.036,0.0,0.0,0.03,0.0,0.0324666666666666,0.0039135093657171,0.1362653967272337,697.0,99.57142857142856,2812.0,93.73333333333332,5,1,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-25,AUG | Colony (Battle-Scarred),0.03,0.03,103.0,0.03,0.03,0.036,0.0,0.0,0.03,0.0,0.0324666666666666,0.0039135093657171,0.1362653967272337,697.0,99.57142857142856,2812.0,93.73333333333332,5,1,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-26,AUG | Colony (Battle-Scarred),0.03,0.03,135.0,0.03,0.03,0.039,0.0,0.0,0.03,0.0,0.0321666666666666,0.0037423997054771,0.1354441524552099,732.0,104.57142857142856,2875.0,95.83333333333331,6,1,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
