date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2013-12-01,AUG | Colony (Battle-Scarred),0.044,0.044,46.0,0.055,,,-0.2,,0.0715,0.0291590466236466,,,,104.0,26.0,,,6,12,0.0,0.0317142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-08,AUG | Colony (Battle-Scarred),0.03,0.03,40.0,0.037,0.044,,-0.1891891891891891,-0.3181818181818181,0.0371428571428571,0.0058658471907565,0.0496363636363636,0.0245811188711717,0.2577436315316674,296.0,42.285714285714285,400.0,36.36363636363637,6,12,0.0,0.0349999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-08,AUG | Colony (Battle-Scarred),0.03,0.03,40.0,0.037,0.044,,-0.1891891891891891,-0.3181818181818181,0.0371428571428571,0.0058658471907565,0.0496363636363636,0.0245811188711717,0.2577436315316674,296.0,42.285714285714285,400.0,36.36363636363637,6,12,0.0,0.0349999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-09,AUG | Colony (Battle-Scarred),0.032,0.032,34.0,0.03,0.036,,0.0666666666666666,-0.111111111111111,0.0365714285714285,0.0061378717311259,0.0481666666666666,0.0240341192659287,0.2501838567559185,288.0,41.142857142857146,434.0,36.16666666666666,0,12,0.0,0.0354285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-09,AUG | Colony (Battle-Scarred),0.032,0.032,34.0,0.03,0.036,,0.0666666666666666,-0.111111111111111,0.0365714285714285,0.0061378717311259,0.0481666666666666,0.0240341192659287,0.2501838567559185,288.0,41.142857142857146,434.0,36.16666666666666,0,12,0.0,0.0354285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-10,AUG | Colony (Battle-Scarred),0.03,0.03,33.0,0.032,0.034,,-0.0625,-0.1176470588235295,0.036,0.0065246784266681,0.0467692307692307,0.0235931993009519,0.2395912029577047,277.0,39.57142857142857,467.0,35.92307692307692,1,12,0.0,0.0348571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-10,AUG | Colony (Battle-Scarred),0.03,0.03,33.0,0.032,0.034,,-0.0625,-0.1176470588235295,0.036,0.0065246784266681,0.0467692307692307,0.0235931993009519,0.2395912029577047,277.0,39.57142857142857,467.0,35.92307692307692,1,12,0.0,0.0348571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-11,AUG | Colony (Battle-Scarred),0.033,0.033,33.0,0.03,0.048,,0.1,-0.3125,0.0338571428571428,0.0043236417001204,0.0457857142857142,0.0230098692224152,0.2351381678620595,282.0,40.285714285714285,500.0,35.714285714285715,2,12,0.0,0.034,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-11,AUG | Colony (Battle-Scarred),0.033,0.033,33.0,0.03,0.048,,0.1,-0.3125,0.0338571428571428,0.0043236417001204,0.0457857142857142,0.0230098692224152,0.2351381678620595,282.0,40.285714285714285,500.0,35.714285714285715,2,12,0.0,0.034,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-12,AUG | Colony (Battle-Scarred),0.036,0.036,35.0,0.033,0.032,,0.0909090909090908,0.125,0.0344285714285714,0.0043047197638055,0.0451333333333333,0.0223632635264971,0.2301688595735987,265.0,37.85714285714285,535.0,35.666666666666664,3,12,0.0,0.0365714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-12,AUG | Colony (Battle-Scarred),0.036,0.036,35.0,0.033,0.032,,0.0909090909090908,0.125,0.0344285714285714,0.0043047197638055,0.0451333333333333,0.0223632635264971,0.2301688595735987,265.0,37.85714285714285,535.0,35.666666666666664,3,12,0.0,0.0365714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2013-12-13,AUG | Colony (Battle-Scarred),0.036,0.036,43.0,0.036,0.043,,0.0,-0.1627906976744185,0.0334285714285714,0.00271804251292,0.0445625,0.0217657091258245,0.2227866456610932,267.0,38.142857142857146,578.0,36.125,4,12,0.0,0.0374285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-13,AUG | Colony (Battle-Scarred),0.036,0.036,43.0,0.036,0.043,,0.0,-0.1627906976744185,0.0334285714285714,0.00271804251292,0.0445625,0.0217657091258245,0.2227866456610932,267.0,38.142857142857146,578.0,36.125,4,12,0.0,0.0374285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2013-12-14,AUG | Colony (Battle-Scarred),0.037,0.037,47.0,0.036,0.037,,0.0277777777777779,0.0,0.0334285714285714,0.00271804251292,0.0441176470588235,0.0211906815062414,0.2165600251206434,265.0,37.85714285714285,625.0,36.76470588235294,5,12,0.0,0.0371428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-14,AUG | Colony (Battle-Scarred),0.037,0.037,47.0,0.036,0.037,,0.0277777777777779,0.0,0.0334285714285714,0.00271804251292,0.0441176470588235,0.0211906815062414,0.2165600251206434,265.0,37.85714285714285,625.0,36.76470588235294,5,12,0.0,0.0371428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-15,AUG | Colony (Battle-Scarred),0.03,0.03,36.0,0.037,0.03,,-0.1891891891891891,0.0,0.0334285714285714,0.00271804251292,0.0433333333333333,0.0208459961516727,0.2127648293472779,261.0,37.285714285714285,661.0,36.72222222222222,6,12,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-15,AUG | Colony (Battle-Scarred),0.03,0.03,36.0,0.037,0.03,,-0.1891891891891891,0.0,0.0334285714285714,0.00271804251292,0.0433333333333333,0.0208459961516727,0.2127648293472779,261.0,37.285714285714285,661.0,36.72222222222222,6,12,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-16,AUG | Colony (Battle-Scarred),0.04,0.04,38.0,0.03,0.032,,0.3333333333333335,0.25,0.0345714285714285,0.0034582052676886,0.0431578947368421,0.0203036505867002,0.225070870526763,265.0,37.85714285714285,699.0,36.78947368421053,0,12,0.0,0.0372857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-16,AUG | Colony (Battle-Scarred),0.04,0.04,38.0,0.03,0.032,,0.3333333333333335,0.25,0.0345714285714285,0.0034582052676886,0.0431578947368421,0.0203036505867002,0.225070870526763,265.0,37.85714285714285,699.0,36.78947368421053,0,12,0.0,0.0372857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-17,AUG | Colony (Battle-Scarred),0.055,0.055,43.0,0.04,0.03,,0.375,0.8333333333333335,0.0381428571428571,0.0074723981889268,0.04375,0.0199571415788935,0.2372745899774186,275.0,39.285714285714285,742.0,37.1,1,12,0.0,0.0378571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-17,AUG | Colony (Battle-Scarred),0.055,0.055,43.0,0.04,0.03,,0.375,0.8333333333333335,0.0381428571428571,0.0074723981889268,0.04375,0.0199571415788935,0.2372745899774186,275.0,39.285714285714285,742.0,37.1,1,12,0.0,0.0378571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-18,AUG | Colony (Battle-Scarred),0.031,0.031,41.0,0.055,0.033,,-0.4363636363636364,-0.0606060606060606,0.0378571428571428,0.0076983963344614,0.0431428571428571,0.0196645334943654,0.249097478553602,283.0,40.42857142857143,783.0,37.285714285714285,2,12,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-18,AUG | Colony (Battle-Scarred),0.031,0.031,41.0,0.055,0.033,,-0.4363636363636364,-0.0606060606060606,0.0378571428571428,0.0076983963344614,0.0431428571428571,0.0196645334943654,0.249097478553602,283.0,40.42857142857143,783.0,37.285714285714285,2,12,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-19,AUG | Colony (Battle-Scarred),0.032,0.032,37.0,0.031,0.036,,0.032258064516129,-0.111111111111111,0.0372857142857142,0.0079590790155337,0.0426363636363636,0.0193521092450255,0.2434905904171935,285.0,40.71428571428572,820.0,37.27272727272727,3,12,0.0,0.0345714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-19,AUG | Colony (Battle-Scarred),0.032,0.032,37.0,0.031,0.036,,0.032258064516129,-0.111111111111111,0.0372857142857142,0.0079590790155337,0.0426363636363636,0.0193521092450255,0.2434905904171935,285.0,40.71428571428572,820.0,37.27272727272727,3,12,0.0,0.0345714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-20,AUG | Colony (Battle-Scarred),0.042,0.042,71.0,0.032,0.036,,0.3125,0.1666666666666667,0.0381428571428571,0.0080963584658884,0.0426086956521739,0.0189271811227979,0.2483505049443947,313.0,44.71428571428572,891.0,38.73913043478261,4,12,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-20,AUG | Colony (Battle-Scarred),0.042,0.042,71.0,0.032,0.036,,0.3125,0.1666666666666667,0.0381428571428571,0.0080963584658884,0.0426086956521739,0.0189271811227979,0.2483505049443947,313.0,44.71428571428572,891.0,38.73913043478261,4,12,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-21,AUG | Colony (Battle-Scarred),0.03,0.03,88.0,0.042,0.037,,-0.2857142857142858,-0.1891891891891891,0.0371428571428571,0.0085928304238986,0.0420833333333333,0.0186991904162245,0.2491189219629545,354.0,50.57142857142857,979.0,40.79166666666666,5,12,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-21,AUG | Colony (Battle-Scarred),0.03,0.03,88.0,0.042,0.037,,-0.2857142857142858,-0.1891891891891891,0.0371428571428571,0.0085928304238986,0.0420833333333333,0.0186991904162245,0.2491189219629545,354.0,50.57142857142857,979.0,40.79166666666666,5,12,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-22,AUG | Colony (Battle-Scarred),0.032,0.032,119.0,0.03,0.03,,0.0666666666666666,0.0666666666666666,0.0374285714285714,0.0083812229393557,0.04168,0.018427631426746,0.2445770413204589,437.0,62.42857142857143,1098.0,43.92,6,12,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-22,AUG | Colony (Battle-Scarred),0.032,0.032,119.0,0.03,0.03,,0.0666666666666666,0.0666666666666666,0.0374285714285714,0.0083812229393557,0.04168,0.018427631426746,0.2445770413204589,437.0,62.42857142857143,1098.0,43.92,6,12,0.0,0.0334285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-23,AUG | Colony (Battle-Scarred),0.034,0.034,103.0,0.032,0.04,,0.0625,-0.1499999999999999,0.0365714285714285,0.0083812229393557,0.0413846153846153,0.0181300365375271,0.240210000314575,502.0,71.71428571428571,1201.0,46.19230769230769,0,12,0.0,0.0344285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-23,AUG | Colony (Battle-Scarred),0.034,0.034,103.0,0.032,0.04,,0.0625,-0.1499999999999999,0.0365714285714285,0.0083812229393557,0.0413846153846153,0.0181300365375271,0.240210000314575,502.0,71.71428571428571,1201.0,46.19230769230769,0,12,0.0,0.0344285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-24,AUG | Colony (Battle-Scarred),0.037,0.037,71.0,0.034,0.055,,0.0882352941176469,-0.3272727272727272,0.034,0.003891382420536,0.0412222222222222,0.0178103867600681,0.2364435179305193,530.0,75.71428571428571,1272.0,47.11111111111112,1,12,0.0,0.0338571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-24,AUG | Colony (Battle-Scarred),0.037,0.037,71.0,0.034,0.055,,0.0882352941176469,-0.3272727272727272,0.034,0.003891382420536,0.0412222222222222,0.0178103867600681,0.2364435179305193,530.0,75.71428571428571,1272.0,47.11111111111112,1,12,0.0,0.0338571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-25,AUG | Colony (Battle-Scarred),0.037,0.037,38.0,0.037,0.031,,0.0,0.1935483870967742,0.0348571428571428,0.0037958086444532,0.0410714285714285,0.017506995686273,0.2320402660943774,527.0,75.28571428571429,1310.0,46.785714285714285,2,12,0.0,0.036,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-25,AUG | Colony (Battle-Scarred),0.037,0.037,38.0,0.037,0.031,,0.0,0.1935483870967742,0.0348571428571428,0.0037958086444532,0.0410714285714285,0.017506995686273,0.2320402660943774,527.0,75.28571428571429,1310.0,46.785714285714285,2,12,0.0,0.036,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-26,AUG | Colony (Battle-Scarred),0.036,0.036,82.0,0.037,0.032,,-0.027027027027027,0.125,0.0354285714285714,0.0036196741312342,0.0408965517241379,0.0172273736217247,0.2278715083206804,572.0,81.71428571428571,1392.0,48.0,3,12,0.0,0.0365714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-26,AUG | Colony (Battle-Scarred),0.036,0.036,82.0,0.037,0.032,,-0.027027027027027,0.125,0.0354285714285714,0.0036196741312342,0.0408965517241379,0.0172273736217247,0.2278715083206804,572.0,81.71428571428571,1392.0,48.0,3,12,0.0,0.0365714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-27,AUG | Colony (Battle-Scarred),0.039,0.039,72.0,0.036,0.042,,0.0833333333333334,-0.0714285714285715,0.035,0.0029277002188455,0.0408333333333333,0.0169412383123417,0.2246205793686603,573.0,81.85714285714286,1464.0,48.8,4,12,0.0,0.0371428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-27,AUG | Colony (Battle-Scarred),0.039,0.039,72.0,0.036,0.042,,0.0833333333333334,-0.0714285714285715,0.035,0.0029277002188455,0.0408333333333333,0.0169412383123417,0.2246205793686603,573.0,81.85714285714286,1464.0,48.8,4,12,0.0,0.0371428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
