date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-09-01,AUG | Colony (Battle-Scarred),0.032,0.032,67.0,0.038,0.031,0.03,-0.1578947368421052,0.032258064516129,0.0317142857142857,0.0027105237087157,0.0875666666666666,0.2989085348768453,9.98124727340641,478.0,68.28571428571429,2019.0,67.3,0,9,0.0,0.0322857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-06,AUG | Colony (Battle-Scarred),0.032,0.032,67.0,0.03,0.032,0.03,0.0666666666666666,0.0,0.0322857142857142,0.0024907993963089,0.0875999999999999,0.2989018344986639,9.981281868814497,443.0,63.285714285714285,1986.0,66.2,5,9,0.0,0.0317142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-07,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.032,0.038,0.031,-0.0625,-0.2105263157894736,0.0311428571428571,0.0009897433186107,0.0875666666666666,0.2989082003261574,9.981872137203522,440.0,62.85714285714285,1976.0,65.86666666666666,6,9,0.0,0.0315714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-07,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.032,0.038,0.031,-0.0625,-0.2105263157894736,0.0311428571428571,0.0009897433186107,0.0875666666666666,0.2989082003261574,9.981872137203522,440.0,62.85714285714285,1976.0,65.86666666666666,6,9,0.0,0.0315714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-08,AUG | Colony (Battle-Scarred),0.03,0.03,72.0,0.03,0.032,0.03,0.0,-0.0625,0.0308571428571428,0.0009897433186107,0.0875666666666666,0.2989082003261574,9.981673400918014,445.0,63.57142857142857,1960.0,65.33333333333333,0,9,0.0,0.0304285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-08,AUG | Colony (Battle-Scarred),0.03,0.03,72.0,0.03,0.032,0.03,0.0,-0.0625,0.0308571428571428,0.0009897433186107,0.0875666666666666,0.2989082003261574,9.981673400918014,445.0,63.57142857142857,1960.0,65.33333333333333,0,9,0.0,0.0304285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-09,AUG | Colony (Battle-Scarred),0.041,0.041,53.0,0.03,0.032,0.032,0.3666666666666667,0.28125,0.0321428571428571,0.0037197761617975,0.0878666666666666,0.2988567921634412,9.98005267880117,441.0,63.0,1956.0,65.2,1,9,0.0,0.0304285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-09,AUG | Colony (Battle-Scarred),0.041,0.041,53.0,0.03,0.032,0.032,0.3666666666666667,0.28125,0.0321428571428571,0.0037197761617975,0.0878666666666666,0.2988567921634412,9.98005267880117,441.0,63.0,1956.0,65.2,1,9,0.0,0.0304285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-10,AUG | Colony (Battle-Scarred),0.03,0.03,45.0,0.041,0.032,0.03,-0.2682926829268293,-0.0625,0.0318571428571428,0.0037958086444532,0.0878666666666666,0.2988567921634412,9.981428139093126,411.0,58.71428571428572,1946.0,64.86666666666666,2,9,0.0,0.0308571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-10,AUG | Colony (Battle-Scarred),0.03,0.03,45.0,0.041,0.032,0.03,-0.2682926829268293,-0.0625,0.0318571428571428,0.0037958086444532,0.0878666666666666,0.2988567921634412,9.981428139093126,411.0,58.71428571428572,1946.0,64.86666666666666,2,9,0.0,0.0308571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-11,AUG | Colony (Battle-Scarred),0.03,0.03,63.0,0.03,0.03,0.03,0.0,0.0,0.0318571428571428,0.0037958086444532,0.0878666666666665,0.2988567921634412,9.981428139093126,407.0,58.142857142857146,1929.0,64.3,3,9,0.0,0.269,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-11,AUG | Colony (Battle-Scarred),0.03,0.03,63.0,0.03,0.03,0.03,0.0,0.0,0.0318571428571428,0.0037958086444532,0.0878666666666665,0.2988567921634412,9.981428139093126,407.0,58.142857142857146,1929.0,64.3,3,9,0.0,0.269,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-12,AUG | Colony (Battle-Scarred),0.03,0.03,47.0,0.03,0.03,0.035,0.0,0.0,0.0318571428571428,0.0037958086444532,0.0876999999999999,0.2988876210216809,9.982400072670146,402.0,57.42857142857143,1920.0,64.0,4,9,0.0,0.269,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-12,AUG | Colony (Battle-Scarred),0.03,0.03,47.0,0.03,0.03,0.035,0.0,0.0,0.0318571428571428,0.0037958086444532,0.0876999999999999,0.2988876210216809,9.982400072670146,402.0,57.42857142857143,1920.0,64.0,4,9,0.0,0.269,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-13,AUG | Colony (Battle-Scarred),0.03,0.03,96.0,0.03,0.032,0.058,0.0,-0.0625,0.0315714285714285,0.0038491981672307,0.0867666666666665,0.2990225948356114,9.98566328405544,431.0,61.57142857142857,1972.0,65.73333333333333,5,9,0.0,0.2691428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-13,AUG | Colony (Battle-Scarred),0.03,0.03,96.0,0.03,0.032,0.058,0.0,-0.0625,0.0315714285714285,0.0038491981672307,0.0867666666666665,0.2990225948356114,9.98566328405544,431.0,61.57142857142857,1972.0,65.73333333333333,5,9,0.0,0.2691428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-14,AUG | Colony (Battle-Scarred),0.03,0.03,57.0,0.03,0.03,0.03,0.0,0.0,0.0315714285714285,0.0038491981672307,0.0867666666666665,0.2990225948356114,9.982352069805223,433.0,61.85714285714285,1977.0,65.9,6,9,0.0,0.269,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-14,AUG | Colony (Battle-Scarred),0.03,0.03,57.0,0.03,0.03,0.03,0.0,0.0,0.0315714285714285,0.0038491981672307,0.0867666666666665,0.2990225948356114,9.982352069805223,433.0,61.85714285714285,1977.0,65.9,6,9,0.0,0.269,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-15,AUG | Colony (Battle-Scarred),0.03,0.03,43.0,0.03,0.03,0.03,0.0,0.0,0.0315714285714285,0.0038491981672307,0.0867666666666665,0.2990225948356114,9.982352069805223,404.0,57.71428571428572,1969.0,65.63333333333334,0,9,0.0,0.269,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-15,AUG | Colony (Battle-Scarred),0.03,0.03,43.0,0.03,0.03,0.03,0.0,0.0,0.0315714285714285,0.0038491981672307,0.0867666666666665,0.2990225948356114,9.982352069805223,404.0,57.71428571428572,1969.0,65.63333333333334,0,9,0.0,0.269,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-16,AUG | Colony (Battle-Scarred),0.03,0.03,49.0,0.03,0.041,0.03,0.0,-0.2682926829268293,0.03,0.0,0.0867666666666665,0.2990225948356114,9.982352069805223,400.0,57.142857142857146,1944.0,64.8,1,9,0.0,0.2687142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-16,AUG | Colony (Battle-Scarred),0.03,0.03,49.0,0.03,0.041,0.03,0.0,-0.2682926829268293,0.03,0.0,0.0867666666666665,0.2990225948356114,9.982352069805223,400.0,57.142857142857146,1944.0,64.8,1,9,0.0,0.2687142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-17,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0867666666666665,0.2990225948356114,9.982352069805223,410.0,58.57142857142857,1924.0,64.13333333333334,2,9,0.0,0.2682857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-17,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0867666666666665,0.2990225948356114,9.982352069805223,410.0,58.57142857142857,1924.0,64.13333333333334,2,9,0.0,0.2682857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-18,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.03,0.03,0.031,0.0,0.0,0.03,0.0,0.0867333333333332,0.2990288651990342,9.982552848441497,402.0,57.42857142857143,1901.0,63.36666666666667,3,9,0.0,0.0341428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-18,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.03,0.03,0.031,0.0,0.0,0.03,0.0,0.0867333333333332,0.2990288651990342,9.982552848441497,402.0,57.42857142857143,1901.0,63.36666666666667,3,9,0.0,0.0341428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-19,AUG | Colony (Battle-Scarred),0.03,0.03,40.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0867333333333332,0.2990288651990342,9.982355015876887,395.0,56.42857142857143,1876.0,62.53333333333333,4,9,0.0,0.0348571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-19,AUG | Colony (Battle-Scarred),0.03,0.03,40.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0867333333333332,0.2990288651990342,9.982355015876887,395.0,56.42857142857143,1876.0,62.53333333333333,4,9,0.0,0.0348571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-20,AUG | Colony (Battle-Scarred),0.03,0.03,39.0,0.03,0.03,1.697,0.0,0.0,0.03,0.0,0.0311666666666666,0.0024369835635245,0.2018642058432536,338.0,48.285714285714285,1831.0,61.03333333333333,5,9,0.0,0.0347142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-20,AUG | Colony (Battle-Scarred),0.03,0.03,39.0,0.03,0.03,1.697,0.0,0.0,0.03,0.0,0.0311666666666666,0.0024369835635245,0.2018642058432536,338.0,48.285714285714285,1831.0,61.03333333333333,5,9,0.0,0.0347142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-21,AUG | Colony (Battle-Scarred),0.03,0.03,54.0,0.03,0.03,0.033,0.0,0.0,0.03,0.0,0.0310666666666666,0.0024212026396446,0.0983401837583441,335.0,47.85714285714285,1836.0,61.2,6,9,0.0,0.0347142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-21,AUG | Colony (Battle-Scarred),0.03,0.03,54.0,0.03,0.03,0.033,0.0,0.0,0.03,0.0,0.0310666666666666,0.0024212026396446,0.0983401837583441,335.0,47.85714285714285,1836.0,61.2,6,9,0.0,0.0347142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-22,AUG | Colony (Battle-Scarred),0.03,0.03,48.0,0.03,0.03,0.032,0.0,0.0,0.03,0.0,0.031,0.0024221202832779,0.098163944355142,340.0,48.57142857142857,1790.0,59.66666666666666,0,9,0.0,0.0349999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-22,AUG | Colony (Battle-Scarred),0.03,0.03,48.0,0.03,0.03,0.032,0.0,0.0,0.03,0.0,0.031,0.0024221202832779,0.098163944355142,340.0,48.57142857142857,1790.0,59.66666666666666,0,9,0.0,0.0349999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-23,AUG | Colony (Battle-Scarred),0.03,0.03,24.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.031,0.0024221202832779,0.0974228426504929,315.0,45.0,1759.0,58.63333333333333,1,9,0.0,0.0349999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-23,AUG | Colony (Battle-Scarred),0.03,0.03,24.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.031,0.0024221202832779,0.0974228426504929,315.0,45.0,1759.0,58.63333333333333,1,9,0.0,0.0349999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-24,AUG | Colony (Battle-Scarred),0.03,0.03,35.0,0.03,0.03,0.031,0.0,0.0,0.03,0.0,0.0309666666666666,0.0024287628309262,0.0972785461593239,295.0,42.142857142857146,1726.0,57.53333333333333,2,9,0.0,0.0351428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-24,AUG | Colony (Battle-Scarred),0.03,0.03,35.0,0.03,0.03,0.031,0.0,0.0,0.03,0.0,0.0309666666666666,0.0024287628309262,0.0972785461593239,295.0,42.142857142857146,1726.0,57.53333333333333,2,9,0.0,0.0351428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-25,AUG | Colony (Battle-Scarred),0.03,0.03,32.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0309666666666666,0.0024287628309262,0.0970557270020463,272.0,38.85714285714285,1691.0,56.36666666666667,3,9,0.0,0.0311428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-09-25,AUG | Colony (Battle-Scarred),0.03,0.03,32.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0309666666666666,0.0024287628309262,0.0970557270020463,272.0,38.85714285714285,1691.0,56.36666666666667,3,9,0.0,0.0311428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-09-26,AUG | Colony (Battle-Scarred),0.03,0.03,54.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0309666666666666,0.0024287628309262,0.0970557270020463,286.0,40.85714285714285,1683.0,56.1,4,9,0.0,0.0305714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-09-26,AUG | Colony (Battle-Scarred),0.03,0.03,54.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0309666666666666,0.0024287628309262,0.0970557270020463,286.0,40.85714285714285,1683.0,56.1,4,9,0.0,0.0305714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-09-27,AUG | Colony (Battle-Scarred),0.031,0.031,39.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.0301428571428571,0.0003499271061118,0.031,0.0024221202832779,0.0971880619462405,286.0,40.85714285714285,1659.0,55.3,5,9,0.0,0.0305714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
